product_id,rating,reviews,Hour,minute,real_rating,real_reviews,Unnamed: 7
CK9431,01:05:00,1900-01-02 01:00:00,1.0,5.0,"1,5",49.0,
EE7289,03:07:00,1900-01-02 10:00:00,3.0,7.0,"3,7",58.0,
B75580,04:03:00,1900-01-03 07:00:00,4.0,3.0,"4,3",79.0,
CK9432,02:05:00,17:00:00,2.0,5.0,"2,5",17.0,
EE4925,02:08:00,1900-01-03 21:00:00,2.0,8.0,"2,8",93.0,
EE4953,02:00:00,1900-01-01 08:00:00,2.0,0.0,"2,0",32.0,
CL7469,02:00:00,1900-01-04 01:00:00,2.0,0.0,"2,0",97.0,
EF8858,01:00:00,1900-01-01 05:00:00,1.0,0.0,"1,0",29.0,
EF9219,04:05:00,1900-01-03 17:00:00,4.0,5.0,"4,5",89.0,
CL7513,02:07:00,1900-01-02 14:00:00,2.0,7.0,"2,7",62.0,
EE7098,03:09:00,22:00:00,3.0,9.0,"3,9",22.0,
CL7425,04:09:00,1900-01-03 13:00:00,4.0,9.0,"4,9",85.0,
CL7508,04:00:00,1900-01-01 23:00:00,4.0,0.0,"4,0",47.0,
EE7292,04:02:00,1900-01-01 14:00:00,4.0,2.0,"4,2",38.0,
CL7589,03:00:00,1900-01-01 16:00:00,3.0,0.0,"3,0",40.0,
CJ8061,03:07:00,1900-01-03 20:00:00,3.0,7.0,"3,7",92.0,
EE5847,04:07:00,20:00:00,4.0,7.0,"4,7",20.0,
CK9686,04:01:00,1900-01-01 19:00:00,4.0,1.0,"4,1",43.0,
EE4567,04:04:00,1900-01-03 13:00:00,4.0,4.0,"4,4",85.0,
EE5585,03:08:00,1900-01-01 13:00:00,3.0,8.0,"3,8",37.0,
B96519,05:00:00,1900-01-01 07:00:00,5.0,0.0,"5,0",31.0,
B96563,02:08:00,16:00:00,2.0,8.0,"2,8",16.0,
CL7547,04:07:00,1900-01-01 18:00:00,4.0,7.0,"4,7",42.0,
EE4563,04:02:00,1900-01-03 10:00:00,4.0,2.0,"4,2",82.0,
CK9714,None,None,0.0,0.0,,0.0,
F36475,04:06:00,1900-01-03 12:00:00,4.0,6.0,"4,6",84.0,
FV8794,05:00:00,1900-01-01 20:00:00,5.0,0.0,"5,0",44.0,
EE5177,03:00:00,1900-01-03 04:00:00,3.0,0.0,"3,0",76.0,
CL7582,03:08:00,12:00:00,3.0,8.0,"3,8",12.0,
F36339,04:01:00,1900-01-01 15:00:00,4.0,1.0,"4,1",39.0,
EF1963,02:02:00,12:00:00,2.0,2.0,"2,2",12.0,
F34442,04:01:00,1900-01-01 02:00:00,4.0,1.0,"4,1",26.0,
EE9933,04:02:00,1900-01-03 17:00:00,4.0,2.0,"4,2",89.0,
EE6090,02:04:00,16:00:00,2.0,4.0,"2,4",16.0,
B75583,04:05:00,1900-01-03 04:00:00,4.0,5.0,"4,5",76.0,
EE7922,04:06:00,1900-01-03 21:00:00,4.0,6.0,"4,6",93.0,
EE5081,02:09:00,1900-01-02 03:00:00,2.0,9.0,"2,9",51.0,
EE4678,04:01:00,1900-01-01 10:00:00,4.0,1.0,"4,1",34.0,
CM0076,04:04:00,1900-01-01 15:00:00,4.0,4.0,"4,4",39.0,
B28156,04:09:00,1900-01-02 06:00:00,4.0,9.0,"4,9",54.0,
EF0527,04:01:00,1900-01-03 09:00:00,4.0,1.0,"4,1",81.0,
EE4566,03:03:00,1900-01-02 12:00:00,3.0,3.0,"3,3",60.0,
EE8302,04:02:00,19:00:00,4.0,2.0,"4,2",19.0,
CM0075,03:04:00,1900-01-02 09:00:00,3.0,4.0,"3,4",57.0,
EF0152,02:02:00,16:00:00,2.0,2.0,"2,2",16.0,
CM0093,03:07:00,02:00:00,3.0,7.0,"3,7",2.0,
F36218,04:05:00,1900-01-01 15:00:00,4.0,5.0,"4,5",39.0,
CM0083,04:00:00,1900-01-02 10:00:00,4.0,0.0,"4,0",58.0,
CM0078,03:00:00,1900-01-01 14:00:00,3.0,0.0,"3,0",38.0,
CM0079,02:09:00,1900-01-02 16:00:00,2.0,9.0,"2,9",64.0,
CM0074,04:02:00,22:00:00,4.0,2.0,"4,2",22.0,
CM0073,04:04:00,1900-01-03 21:00:00,4.0,4.0,"4,4",93.0,
CM0092,02:06:00,1900-01-02 06:00:00,2.0,6.0,"2,6",54.0,
EG8672,00:00:00,1900-01-01 03:00:00,0.0,0.0,"0,0",27.0,
EG8480,04:04:00,1900-01-03 08:00:00,4.0,4.0,"4,4",80.0,
EG3148,04:00:00,09:00:00,4.0,0.0,"4,0",9.0,
CM0082,03:06:00,1900-01-01 05:00:00,3.0,6.0,"3,6",29.0,
EG3185,04:07:00,1900-01-01 07:00:00,4.0,7.0,"4,7",31.0,
EG4006,03:09:00,01:00:00,3.0,9.0,"3,9",1.0,
EG4007,03:02:00,1900-01-03 22:00:00,3.0,2.0,"3,2",94.0,
EH1178,04:03:00,1900-01-02 17:00:00,4.0,3.0,"4,3",65.0,
EG4316,03:04:00,06:00:00,3.0,4.0,"3,4",6.0,
EG3253,02:05:00,1900-01-02 19:00:00,2.0,5.0,"2,5",67.0,
EG4314,03:08:00,1900-01-01 12:00:00,3.0,8.0,"3,8",36.0,
EH1379,04:09:00,1900-01-01 21:00:00,4.0,9.0,"4,9",45.0,
EH2586,00:00:00,04:00:00,0.0,0.0,"0,0",4.0,
EG3698,02:07:00,11:00:00,2.0,7.0,"2,7",11.0,
EH0165,02:08:00,1900-01-01 11:00:00,2.0,8.0,"2,8",35.0,
EH1211,03:02:00,1900-01-03 13:00:00,3.0,2.0,"3,2",85.0,
CK9665,04:09:00,1900-01-03 00:00:00,4.0,9.0,"4,9",72.0,
CK9663,01:05:00,1900-01-03 02:00:00,1.0,5.0,"1,5",74.0,
EG3953,02:09:00,1900-01-03 05:00:00,2.0,9.0,"2,9",77.0,
EG4176,03:09:00,14:00:00,3.0,9.0,"3,9",14.0,
CI9916,00:00:00,1900-01-03 12:00:00,0.0,0.0,"0,0",84.0,
EG4175,03:00:00,1900-01-03 22:00:00,3.0,0.0,"3,0",94.0,
EG4004,02:05:00,17:00:00,2.0,5.0,"2,5",17.0,
CJ8068,02:06:00,1900-01-02 12:00:00,2.0,6.0,"2,6",60.0,
CK9681,None,None,0.0,0.0,,0.0,
EE9731,02:09:00,1900-01-04 03:00:00,2.0,9.0,"2,9",99.0,
CK9591,02:04:00,1900-01-01 11:00:00,2.0,4.0,"2,4",35.0,
CK9648,04:06:00,1900-01-01 12:00:00,4.0,6.0,"4,6",36.0,
CK9602,02:09:00,1900-01-01 13:00:00,2.0,9.0,"2,9",37.0,
F34491,03:00:00,1900-01-02 11:00:00,3.0,0.0,"3,0",59.0,
CK9693,04:06:00,1900-01-03 16:00:00,4.0,6.0,"4,6",88.0,
CJ8013,04:00:00,1900-01-03 05:00:00,4.0,0.0,"4,0",77.0,
CL7567,03:08:00,1900-01-01 07:00:00,3.0,8.0,"3,8",31.0,
CK9694,04:05:00,1900-01-02 15:00:00,4.0,5.0,"4,5",63.0,
CL7604,02:08:00,1900-01-01 10:00:00,2.0,8.0,"2,8",34.0,
CL7488,04:09:00,1900-01-03 01:00:00,4.0,9.0,"4,9",73.0,
CK9436,01:00:00,1900-01-01 17:00:00,1.0,0.0,"1,0",41.0,
CK9592,01:05:00,02:00:00,1.0,5.0,"1,5",2.0,
CL7366,04:02:00,1900-01-03 12:00:00,4.0,2.0,"4,2",84.0,
CK9661,02:06:00,1900-01-02 22:00:00,2.0,6.0,"2,6",70.0,
CK9650,02:06:00,1900-01-01 23:00:00,2.0,6.0,"2,6",47.0,
CL7415,04:03:00,1900-01-03 22:00:00,4.0,3.0,"4,3",94.0,
CL7626,03:07:00,1900-01-02 00:00:00,3.0,7.0,"3,7",48.0,
CJ7990,04:06:00,1900-01-01 06:00:00,4.0,6.0,"4,6",30.0,
CL7534,04:05:00,1900-01-04 02:00:00,4.0,5.0,"4,5",98.0,
CL7413,03:08:00,04:00:00,3.0,8.0,"3,8",4.0,
CK9500,05:00:00,1900-01-01 07:00:00,5.0,0.0,"5,0",31.0,
CL7369,04:01:00,1900-01-03 07:00:00,4.0,1.0,"4,1",79.0,
EE8156,04:01:00,1900-01-04 00:00:00,4.0,1.0,"4,1",96.0,
CL7607,03:02:00,21:00:00,3.0,2.0,"3,2",21.0,
CL7385,04:05:00,16:00:00,4.0,5.0,"4,5",16.0,
EE9856,04:03:00,1900-01-03 09:00:00,4.0,3.0,"4,3",81.0,
EE8260,04:04:00,1900-01-01 12:00:00,4.0,4.0,"4,4",36.0,
EE8448,02:08:00,1900-01-03 23:00:00,2.0,8.0,"2,8",95.0,
EE8181,03:02:00,1900-01-01 04:00:00,3.0,2.0,"3,2",28.0,
CK9682,03:03:00,22:00:00,3.0,3.0,"3,3",22.0,
CL7377,04:05:00,1900-01-03 10:00:00,4.0,5.0,"4,5",82.0,
CL7605,02:05:00,07:00:00,2.0,5.0,"2,5",7.0,
EE9734,04:07:00,1900-01-01 08:00:00,4.0,7.0,"4,7",32.0,
EF1053,04:02:00,1900-01-02 22:00:00,4.0,2.0,"4,2",70.0,
EE7925,02:04:00,22:00:00,2.0,4.0,"2,4",22.0,
CL7614,02:08:00,1900-01-01 22:00:00,2.0,8.0,"2,8",46.0,
EE9847,03:05:00,21:00:00,3.0,5.0,"3,5",21.0,
EG3289,02:08:00,1900-01-01 10:00:00,2.0,8.0,"2,8",34.0,
CL7615,04:07:00,1900-01-03 14:00:00,4.0,7.0,"4,7",86.0,
CL7276,04:09:00,01:00:00,4.0,9.0,"4,9",1.0,
CL7453,04:00:00,20:00:00,4.0,0.0,"4,0",20.0,
CL7329,04:02:00,01:00:00,4.0,2.0,"4,2",1.0,
CL7387,04:04:00,1900-01-01 01:00:00,4.0,4.0,"4,4",25.0,
CM4762,02:04:00,1900-01-01 13:00:00,2.0,4.0,"2,4",37.0,
CM4984,03:07:00,1900-01-03 23:00:00,3.0,7.0,"3,7",95.0,
CM4691,03:04:00,1900-01-02 05:00:00,3.0,4.0,"3,4",53.0,
CM4826,04:01:00,1900-01-02 01:00:00,4.0,1.0,"4,1",49.0,
CM0015,04:01:00,1900-01-03 07:00:00,4.0,1.0,"4,1",79.0,
EE8603,02:09:00,1900-01-03 18:00:00,2.0,9.0,"2,9",90.0,
CL7496,04:02:00,1900-01-03 12:00:00,4.0,2.0,"4,2",84.0,
EE8444,03:03:00,19:00:00,3.0,3.0,"3,3",19.0,
CM4827,None,None,0.0,0.0,,0.0,
CM0014,04:05:00,00:00:00,4.0,5.0,"4,5",0.0,
CM4737,02:05:00,04:00:00,2.0,5.0,"2,5",4.0,
EF0440,03:07:00,1900-01-02 15:00:00,3.0,7.0,"3,7",63.0,
EE9748,03:09:00,1900-01-01 19:00:00,3.0,9.0,"3,9",43.0,
EG4223,03:01:00,21:00:00,3.0,1.0,"3,1",21.0,
CM0013,03:09:00,1900-01-01 11:00:00,3.0,9.0,"3,9",35.0,
B44880,02:07:00,23:00:00,2.0,7.0,"2,7",23.0,
F34876,01:00:00,1900-01-01 16:00:00,1.0,0.0,"1,0",40.0,
EE8836,00:00:00,14:00:00,0.0,0.0,"0,0",14.0,
EF0523,02:00:00,1900-01-03 23:00:00,2.0,0.0,"2,0",95.0,
EH1858,03:06:00,20:00:00,3.0,6.0,"3,6",20.0,
EG3821,03:05:00,21:00:00,3.0,5.0,"3,5",21.0,
EF4458,03:02:00,1900-01-03 16:00:00,3.0,2.0,"3,2",88.0,
EG3291,04:03:00,1900-01-03 10:00:00,4.0,3.0,"4,3",82.0,
EF5928,02:02:00,1900-01-04 03:00:00,2.0,2.0,"2,2",99.0,
EH1859,04:01:00,1900-01-02 05:00:00,4.0,1.0,"4,1",53.0,
CM4828,04:07:00,15:00:00,4.0,7.0,"4,7",15.0,
EG3295,03:04:00,1900-01-01 11:00:00,3.0,4.0,"3,4",35.0,
CM4985,02:08:00,1900-01-02 09:00:00,2.0,8.0,"2,8",57.0,
CM4964,02:08:00,08:00:00,2.0,8.0,"2,8",8.0,
CM4690,04:09:00,1900-01-01 02:00:00,4.0,9.0,"4,9",26.0,
EF4970,03:01:00,1900-01-01 00:00:00,3.0,1.0,"3,1",24.0,
CM0010,05:00:00,1900-01-03 03:00:00,5.0,0.0,"5,0",75.0,
EF6877,02:04:00,17:00:00,2.0,4.0,"2,4",17.0,
FW6635,03:02:00,1900-01-01 10:00:00,3.0,2.0,"3,2",34.0,
CM4760,04:08:00,1900-01-02 14:00:00,4.0,8.0,"4,8",62.0,
DB3258,03:05:00,1900-01-01 14:00:00,3.0,5.0,"3,5",38.0,
EF4375,02:05:00,17:00:00,2.0,5.0,"2,5",17.0,
EE7159,04:04:00,1900-01-01 09:00:00,4.0,4.0,"4,4",33.0,
CM4983,04:02:00,1900-01-03 08:00:00,4.0,2.0,"4,2",80.0,
EE8925,04:01:00,1900-01-01 21:00:00,4.0,1.0,"4,1",45.0,
G27722,03:01:00,1900-01-03 00:00:00,3.0,1.0,"3,1",72.0,
EG2012,04:02:00,13:00:00,4.0,2.0,"4,2",13.0,
EG9825,00:00:00,1900-01-02 00:00:00,0.0,0.0,"0,0",48.0,
EF4966,04:06:00,1900-01-02 23:00:00,4.0,6.0,"4,6",71.0,
EH1389,03:01:00,1900-01-01 22:00:00,3.0,1.0,"3,1",46.0,
EG9824,03:02:00,1900-01-03 14:00:00,3.0,2.0,"3,2",86.0,
EF6058,03:05:00,1900-01-03 17:00:00,3.0,5.0,"3,5",89.0,
EF6508,04:09:00,1900-01-01 10:00:00,4.0,9.0,"4,9",34.0,
EG5475,01:00:00,1900-01-03 21:00:00,1.0,0.0,"1,0",93.0,
EF5320,02:08:00,1900-01-03 16:00:00,2.0,8.0,"2,8",88.0,
EF5642,04:08:00,07:00:00,4.0,8.0,"4,8",7.0,
EE7160,04:05:00,1900-01-03 18:00:00,4.0,5.0,"4,5",90.0,
EF5547,02:09:00,1900-01-03 16:00:00,2.0,9.0,"2,9",88.0,
EG7753,02:07:00,16:00:00,2.0,7.0,"2,7",16.0,
EF5549,05:00:00,1900-01-03 07:00:00,5.0,0.0,"5,0",79.0,
EF5314,04:01:00,10:00:00,4.0,1.0,"4,1",10.0,
EF4933,02:09:00,1900-01-01 00:00:00,2.0,9.0,"2,9",24.0,
EG9829,04:03:00,12:00:00,4.0,3.0,"4,3",12.0,
EG7876,04:07:00,1900-01-03 22:00:00,4.0,7.0,"4,7",94.0,
EF4935,04:04:00,1900-01-03 12:00:00,4.0,4.0,"4,4",84.0,
EF4983,04:08:00,13:00:00,4.0,8.0,"4,8",13.0,
EG9053,None,None,0.0,0.0,,0.0,
EF4374,04:02:00,1900-01-03 21:00:00,4.0,2.0,"4,2",93.0,
EH3522,05:00:00,1900-01-01 19:00:00,5.0,0.0,"5,0",43.0,
EG0576,02:00:00,1900-01-02 19:00:00,2.0,0.0,"2,0",67.0,
EF6507,04:09:00,03:00:00,4.0,9.0,"4,9",3.0,
EF5386,05:00:00,1900-01-03 01:00:00,5.0,0.0,"5,0",73.0,
CL7520,02:08:00,1900-01-03 19:00:00,2.0,8.0,"2,8",91.0,
EG0578,02:09:00,1900-01-02 05:00:00,2.0,9.0,"2,9",53.0,
EG6920,04:07:00,1900-01-01 05:00:00,4.0,7.0,"4,7",29.0,
EG6846,04:01:00,1900-01-01 04:00:00,4.0,1.0,"4,1",28.0,
EE9854,02:02:00,1900-01-02 12:00:00,2.0,2.0,"2,2",60.0,
CL7456,04:06:00,1900-01-01 12:00:00,4.0,6.0,"4,6",36.0,
EE9733,01:05:00,1900-01-01 17:00:00,1.0,5.0,"1,5",41.0,
CL7333,04:03:00,1900-01-02 22:00:00,4.0,3.0,"4,3",70.0,
EE9729,04:09:00,1900-01-03 16:00:00,4.0,9.0,"4,9",88.0,
EG6845,04:08:00,1900-01-03 05:00:00,4.0,8.0,"4,8",77.0,
EE8202,04:07:00,1900-01-03 23:00:00,4.0,7.0,"4,7",95.0,
CL7361,05:00:00,18:00:00,5.0,0.0,"5,0",18.0,
EE8265,02:00:00,1900-01-01 01:00:00,2.0,0.0,"2,0",25.0,
EE8604,03:02:00,1900-01-03 05:00:00,3.0,2.0,"3,2",77.0,
EF1052,04:07:00,1900-01-02 20:00:00,4.0,7.0,"4,7",68.0,
EF1051,02:02:00,1900-01-02 05:00:00,2.0,2.0,"2,2",53.0,
EE9732,03:06:00,1900-01-02 15:00:00,3.0,6.0,"3,6",63.0,
EF0433,04:03:00,1900-01-01 10:00:00,4.0,3.0,"4,3",34.0,
EE9895,04:09:00,1900-01-03 15:00:00,4.0,9.0,"4,9",87.0,
EE8128,04:05:00,1900-01-01 18:00:00,4.0,5.0,"4,5",42.0,
EE7928,01:00:00,1900-01-03 06:00:00,1.0,0.0,"1,0",78.0,
EE9266,04:08:00,08:00:00,4.0,8.0,"4,8",8.0,
CL9915,04:06:00,23:00:00,4.0,6.0,"4,6",23.0,
CL7533,03:01:00,1900-01-03 13:00:00,3.0,1.0,"3,1",85.0,
CM0012,02:04:00,1900-01-04 03:00:00,2.0,4.0,"2,4",99.0,
CM0032,02:07:00,1900-01-03 00:00:00,2.0,7.0,"2,7",72.0,
EE8200,04:04:00,1900-01-02 21:00:00,4.0,4.0,"4,4",69.0,
CL7332,01:05:00,1900-01-03 13:00:00,1.0,5.0,"1,5",85.0,
F37008,05:00:00,1900-01-01 06:00:00,5.0,0.0,"5,0",30.0,
EE9728,03:07:00,00:00:00,3.0,7.0,"3,7",0.0,
B75581,02:06:00,1900-01-03 16:00:00,2.0,6.0,"2,6",88.0,
F34851,02:00:00,1900-01-03 02:00:00,2.0,0.0,"2,0",74.0,
EF0434,04:09:00,1900-01-01 00:00:00,4.0,9.0,"4,9",24.0,
CM0008,03:05:00,1900-01-03 23:00:00,3.0,5.0,"3,5",95.0,
CL7487,02:07:00,1900-01-01 15:00:00,2.0,7.0,"2,7",39.0,
EE8212,04:05:00,1900-01-01 04:00:00,4.0,5.0,"4,5",28.0,
CL7465,03:04:00,11:00:00,3.0,4.0,"3,4",11.0,
EE9758,03:05:00,1900-01-01 10:00:00,3.0,5.0,"3,5",34.0,
CL7334,03:06:00,1900-01-03 19:00:00,3.0,6.0,"3,6",91.0,
EE9735,03:01:00,1900-01-01 18:00:00,3.0,1.0,"3,1",42.0,
CL9925,02:05:00,1900-01-03 09:00:00,2.0,5.0,"2,5",81.0,
F34820,03:08:00,1900-01-02 11:00:00,3.0,8.0,"3,8",59.0,
CM0023,01:00:00,1900-01-01 03:00:00,1.0,0.0,"1,0",27.0,
EF0584,03:05:00,06:00:00,3.0,5.0,"3,5",6.0,
CL7307,02:06:00,1900-01-01 23:00:00,2.0,6.0,"2,6",47.0,
BB7066,02:09:00,1900-01-01 14:00:00,2.0,9.0,"2,9",38.0,
CM0033,02:05:00,1900-01-03 11:00:00,2.0,5.0,"2,5",83.0,
CL7443,None,None,0.0,0.0,,0.0,
CL9962,03:01:00,1900-01-04 02:00:00,3.0,1.0,"3,1",98.0,
CK9685,03:05:00,1900-01-02 08:00:00,3.0,5.0,"3,5",56.0,
CJ7959,03:08:00,1900-01-02 14:00:00,3.0,8.0,"3,8",62.0,
CL7546,04:04:00,15:00:00,4.0,4.0,"4,4",15.0,
CL7286,03:05:00,1900-01-03 00:00:00,3.0,5.0,"3,5",72.0,
CJ8018,04:06:00,07:00:00,4.0,6.0,"4,6",7.0,
CK9447,04:09:00,1900-01-01 11:00:00,4.0,9.0,"4,9",35.0,
B96555,04:03:00,21:00:00,4.0,3.0,"4,3",21.0,
G28939,03:01:00,1900-01-02 00:00:00,3.0,1.0,"3,1",48.0,
FV3428,04:04:00,1900-01-01 16:00:00,4.0,4.0,"4,4",40.0,
FV3289,04:08:00,1900-01-01 00:00:00,4.0,8.0,"4,8",24.0,
CK9528,05:00:00,1900-01-02 17:00:00,5.0,0.0,"5,0",65.0,
CK9603,01:00:00,1900-01-01 20:00:00,1.0,0.0,"1,0",44.0,
CL7566,02:09:00,1900-01-03 03:00:00,2.0,9.0,"2,9",75.0,
FV3671,04:09:00,1900-01-03 15:00:00,4.0,9.0,"4,9",87.0,
FV3335,03:03:00,11:00:00,3.0,3.0,"3,3",11.0,
FV3675,03:07:00,02:00:00,3.0,7.0,"3,7",2.0,
EG8690,04:02:00,1900-01-02 16:00:00,4.0,2.0,"4,2",64.0,
F36642,03:00:00,1900-01-02 08:00:00,3.0,0.0,"3,0",56.0,
CG4045,02:06:00,1900-01-02 09:00:00,2.0,6.0,"2,6",57.0,
CL7633,04:04:00,03:00:00,4.0,4.0,"4,4",3.0,
FV3334,02:09:00,1900-01-03 02:00:00,2.0,9.0,"2,9",74.0,
FV3361,03:08:00,1900-01-03 14:00:00,3.0,8.0,"3,8",86.0,
EG5345,04:09:00,1900-01-02 10:00:00,4.0,9.0,"4,9",58.0,
FV3353,04:02:00,1900-01-02 06:00:00,4.0,2.0,"4,2",54.0,
FV3187,03:05:00,1900-01-01 04:00:00,3.0,5.0,"3,5",28.0,
FV3631,01:05:00,14:00:00,1.0,5.0,"1,5",14.0,
FU7134,02:08:00,1900-01-02 21:00:00,2.0,8.0,"2,8",69.0,
FV3374,04:01:00,1900-01-03 06:00:00,4.0,1.0,"4,1",78.0,
FV3336,03:04:00,1900-01-01 13:00:00,3.0,4.0,"3,4",37.0,
FU9352,02:07:00,1900-01-03 08:00:00,2.0,7.0,"2,7",80.0,
FV3327,03:04:00,1900-01-01 04:00:00,3.0,4.0,"3,4",28.0,
FU9350,03:02:00,01:00:00,3.0,2.0,"3,2",1.0,
FW1646,02:02:00,1900-01-03 03:00:00,2.0,2.0,"2,2",75.0,
FV3186,00:00:00,1900-01-03 04:00:00,0.0,0.0,"0,0",76.0,
FV3294,04:00:00,1900-01-01 15:00:00,4.0,0.0,"4,0",39.0,
FW9618,04:03:00,1900-01-03 08:00:00,4.0,3.0,"4,3",80.0,
FV3352,04:01:00,1900-01-03 10:00:00,4.0,1.0,"4,1",82.0,
FW1647,01:00:00,1900-01-02 05:00:00,1.0,0.0,"1,0",53.0,
FW8423,03:07:00,1900-01-02 21:00:00,3.0,7.0,"3,7",69.0,
EE6822,04:06:00,1900-01-02 10:00:00,4.0,6.0,"4,6",58.0,
FV3290,04:01:00,1900-01-03 19:00:00,4.0,1.0,"4,1",91.0,
FV3305,01:00:00,1900-01-03 03:00:00,1.0,0.0,"1,0",75.0,
EE8081,03:02:00,1900-01-04 01:00:00,3.0,2.0,"3,2",97.0,
B37680,04:00:00,14:00:00,4.0,0.0,"4,0",14.0,
CG6270,03:02:00,1900-01-01 07:00:00,3.0,2.0,"3,2",31.0,
CQ2031,02:07:00,11:00:00,2.0,7.0,"2,7",11.0,
CG6037,04:08:00,17:00:00,4.0,8.0,"4,8",17.0,
EF3539,02:05:00,1900-01-01 05:00:00,2.0,5.0,"2,5",29.0,
EE4919,04:02:00,1900-01-01 14:00:00,4.0,2.0,"4,2",38.0,
FU9349,04:00:00,1900-01-02 00:00:00,4.0,0.0,"4,0",48.0,
CL9960,03:03:00,1900-01-01 01:00:00,3.0,3.0,"3,3",25.0,
EF0091,None,None,0.0,0.0,,0.0,
CL9968,04:09:00,00:00:00,4.0,9.0,"4,9",0.0,
F33805,02:09:00,05:00:00,2.0,9.0,"2,9",5.0,
EE6031,02:02:00,06:00:00,2.0,2.0,"2,2",6.0,
BC0033,04:09:00,1900-01-01 06:00:00,4.0,9.0,"4,9",30.0,
EE7030,04:05:00,1900-01-01 04:00:00,4.0,5.0,"4,5",28.0,
EE4923,04:07:00,1900-01-01 16:00:00,4.0,7.0,"4,7",40.0,
EE6089,04:01:00,1900-01-01 01:00:00,4.0,1.0,"4,1",25.0,
EE6108,04:08:00,1900-01-02 17:00:00,4.0,8.0,"4,8",65.0,
CQ2460,03:05:00,1900-01-03 19:00:00,3.0,5.0,"3,5",91.0,
B37681,03:00:00,1900-01-03 15:00:00,3.0,0.0,"3,0",87.0,
CQ2035,04:09:00,1900-01-01 15:00:00,4.0,9.0,"4,9",39.0,
CG6618,02:07:00,1900-01-01 17:00:00,2.0,7.0,"2,7",41.0,
FV3667,00:00:00,1900-01-01 15:00:00,0.0,0.0,"0,0",39.0,
CQ2044,02:09:00,1900-01-03 08:00:00,2.0,9.0,"2,9",80.0,
FW9617,02:08:00,12:00:00,2.0,8.0,"2,8",12.0,
CM4692,04:00:00,00:00:00,4.0,0.0,"4,0",0.0,
B44619,04:02:00,1900-01-02 08:00:00,4.0,2.0,"4,2",56.0,
CP9514,02:04:00,1900-01-03 15:00:00,2.0,4.0,"2,4",87.0,
FV6058,04:02:00,1900-01-02 17:00:00,4.0,2.0,"4,2",65.0,
G27720,04:02:00,1900-01-01 01:00:00,4.0,2.0,"4,2",25.0,
CQ2333,03:06:00,1900-01-01 03:00:00,3.0,6.0,"3,6",27.0,
FV6057,03:09:00,1900-01-04 02:00:00,3.0,9.0,"3,9",98.0,
FV6056,04:03:00,1900-01-02 18:00:00,4.0,3.0,"4,3",66.0,
EE5521,00:00:00,1900-01-01 17:00:00,0.0,0.0,"0,0",41.0,
B37974,04:00:00,1900-01-03 11:00:00,4.0,0.0,"4,0",83.0,
BD7575,02:00:00,1900-01-03 14:00:00,2.0,0.0,"2,0",86.0,
EE7026,03:02:00,1900-01-02 02:00:00,3.0,2.0,"3,2",50.0,
EE6256,04:06:00,1900-01-02 21:00:00,4.0,6.0,"4,6",69.0,
CM4548,02:04:00,1900-01-02 03:00:00,2.0,4.0,"2,4",51.0,
G54050,04:03:00,1900-01-02 19:00:00,4.0,3.0,"4,3",67.0,
CI1741,02:09:00,1900-01-04 03:00:00,2.0,9.0,"2,9",99.0,
EE6660,02:06:00,14:00:00,2.0,6.0,"2,6",14.0,
EE7243,01:00:00,10:00:00,1.0,0.0,"1,0",10.0,
EE6668,02:09:00,04:00:00,2.0,9.0,"2,9",4.0,
EE5086,04:04:00,1900-01-03 10:00:00,4.0,4.0,"4,4",82.0,
CM0027,04:09:00,07:00:00,4.0,9.0,"4,9",7.0,
EF8973,00:00:00,1900-01-02 09:00:00,0.0,0.0,"0,0",57.0,
G28940,03:06:00,1900-01-02 22:00:00,3.0,6.0,"3,6",70.0,
CJ8059,04:00:00,1900-01-02 09:00:00,4.0,0.0,"4,0",57.0,
CI9941,02:08:00,1900-01-02 10:00:00,2.0,8.0,"2,8",58.0,
CL4158,02:00:00,1900-01-03 04:00:00,2.0,0.0,"2,0",76.0,
BB3293,04:06:00,1900-01-03 10:00:00,4.0,6.0,"4,6",82.0,
EE5640,04:01:00,10:00:00,4.0,1.0,"4,1",10.0,
CM0063,03:06:00,1900-01-02 04:00:00,3.0,6.0,"3,6",52.0,
CL9946,00:00:00,1900-01-01 09:00:00,0.0,0.0,"0,0",33.0,
CM0071,04:05:00,1900-01-02 17:00:00,4.0,5.0,"4,5",65.0,
CM0051,05:00:00,01:00:00,5.0,0.0,"5,0",1.0,
CM0087,02:00:00,1900-01-01 06:00:00,2.0,0.0,"2,0",30.0,
CM0048,04:08:00,1900-01-03 23:00:00,4.0,8.0,"4,8",95.0,
CM0062,03:07:00,1900-01-01 06:00:00,3.0,7.0,"3,7",30.0,
G28449,04:02:00,1900-01-01 23:00:00,4.0,2.0,"4,2",47.0,
CM0086,02:04:00,1900-01-03 00:00:00,2.0,4.0,"2,4",72.0,
CL7643,None,None,0.0,0.0,,0.0,
CM0067,02:08:00,17:00:00,2.0,8.0,"2,8",17.0,
CL7559,04:06:00,1900-01-02 18:00:00,4.0,6.0,"4,6",66.0,
CJ7994,02:00:00,1900-01-02 14:00:00,2.0,0.0,"2,0",62.0,
CM0059,04:01:00,06:00:00,4.0,1.0,"4,1",6.0,
CL7462,02:04:00,1900-01-02 09:00:00,2.0,4.0,"2,4",57.0,
