product_id,listing_price,sale_price,discount,revenue,modified_listing_price,modified_sale_price,modified_discount,modified_revenue
CK9686,50.0,25.0,0.5,1934.0,50.0,25.0,0.5,1934.0
EE4567,76.0,46.0,0.4,6975.0,76.0,46.0,0.4,6975.0
EE5585,80.0,48.0,0.4,3196.0,80.0,48.0,0.4,3196.0
B96519,70.0,35.0,0.5,1952.0,70.0,35.0,0.5,1952.0
B96563,66.0,26.0,0.6,760.0,66.0,26.0,0.6,760.0
CL7547,56.0,28.0,0.5,2116.0,56.0,28.0,0.5,2116.0
EE4563,76.0,46.0,0.4,6729.0,76.0,46.0,0.4,6729.0
CK9714,None,None,,None,,,,
F36475,53.0,26.0,0.5,4005.0,53.0,26.0,0.5,4005.0
FV8794,56.0,56.0,0.0,4434.0,56.0,56.0,0.0,4434.0
EE5177,130.0,78.0,0.4,10669.0,130.0,78.0,0.4,10669.0
CL7582,46.0,23.0,0.5,497.0,46.0,23.0,0.5,497.0
F36339,50.0,50.0,0.0,3509.0,50.0,50.0,0.0,3509.0
EF1963,80.0,48.0,0.4,1037.0,80.0,48.0,0.4,1037.0
F34442,46.0,23.0,0.5,1076.0,46.0,23.0,0.5,1076.0
EE9933,56.0,56.0,0.0,8970.0,56.0,56.0,0.0,8970.0
EE6090,60.0,36.0,0.4,1037.0,60.0,36.0,0.4,1037.0
B75583,48.0,24.0,0.5,3282.0,48.0,24.0,0.5,3282.0
EE7922,60.0,30.0,0.5,5020.0,60.0,30.0,0.5,5020.0
EE5081,50.0,25.0,0.5,2294.0,50.0,25.0,0.5,2294.0
EE4678,80.0,48.0,0.4,2937.0,80.0,48.0,0.4,2937.0
CM0076,13.0,8.0,0.4,547.0,13.0,8.0,0.4,547.0
B28156,80.0,48.0,0.4,4665.0,80.0,48.0,0.4,4665.0
EF0527,50.0,50.0,0.0,7289.0,50.0,50.0,0.0,7289.0
EE4566,76.0,46.0,0.4,4924.0,76.0,46.0,0.4,4924.0
EE8302,50.0,50.0,0.0,1710.0,50.0,50.0,0.0,1710.0
CM0075,10.0,6.0,0.4,615.0,10.0,6.0,0.4,615.0
EF0152,56.0,56.0,0.0,1613.0,56.0,56.0,0.0,1613.0
CM0093,15.0,9.0,0.4,32.0,15.0,9.0,0.4,32.0
F36218,50.0,50.0,0.0,3509.0,50.0,50.0,0.0,3509.0
CM0083,10.0,6.0,0.4,625.0,10.0,6.0,0.4,625.0
CM0078,13.0,8.0,0.4,533.0,13.0,8.0,0.4,533.0
CM0079,13.0,8.0,0.4,897.0,13.0,8.0,0.4,897.0
CM0074,10.0,6.0,0.4,237.0,10.0,6.0,0.4,237.0
CM0073,10.0,6.0,0.4,1003.0,10.0,6.0,0.4,1003.0
CM0092,15.0,9.0,0.4,874.0,15.0,9.0,0.4,874.0
EG8672,56.0,56.0,0.0,2721.0,56.0,56.0,0.0,2721.0
EG8480,46.0,46.0,0.0,6623.0,46.0,46.0,0.0,6623.0
EG3148,46.0,46.0,0.0,745.0,46.0,46.0,0.0,745.0
CM0082,10.0,6.0,0.4,313.0,10.0,6.0,0.4,313.0
EG3185,50.0,50.0,0.0,2789.0,50.0,50.0,0.0,2789.0
EG4006,56.0,56.0,0.0,101.0,56.0,56.0,0.0,101.0
EG4007,56.0,56.0,0.0,9474.0,56.0,56.0,0.0,9474.0
EH1178,50.0,50.0,0.0,5849.0,50.0,50.0,0.0,5849.0
EG4316,66.0,66.0,0.0,713.0,66.0,66.0,0.0,713.0
EG3253,50.0,50.0,0.0,6029.0,50.0,50.0,0.0,6029.0
EG4314,66.0,66.0,0.0,4276.0,66.0,66.0,0.0,4276.0
EH1379,56.0,56.0,0.0,4535.0,56.0,56.0,0.0,4535.0
EH2586,56.0,56.0,0.0,403.0,56.0,56.0,0.0,403.0
EG3698,50.0,50.0,0.0,990.0,50.0,50.0,0.0,990.0
EH0165,50.0,50.0,0.0,3149.0,50.0,50.0,0.0,3149.0
EH1211,56.0,56.0,0.0,8566.0,56.0,56.0,0.0,8566.0
CK9665,60.0,30.0,0.5,3887.0,60.0,30.0,0.5,3887.0
CK9663,60.0,30.0,0.5,3995.0,60.0,30.0,0.5,3995.0
EG3953,66.0,66.0,0.0,9146.0,66.0,66.0,0.0,9146.0
EG4176,50.0,50.0,0.0,1260.0,50.0,50.0,0.0,1260.0
CI9916,50.0,25.0,0.5,3778.0,50.0,25.0,0.5,3778.0
EG4175,50.0,50.0,0.0,8458.0,50.0,50.0,0.0,8458.0
EG4004,56.0,56.0,0.0,1713.0,56.0,56.0,0.0,1713.0
CJ8068,56.0,28.0,0.5,3023.0,56.0,28.0,0.5,3023.0
CK9681,None,None,,None,,,,
EE9731,56.0,28.0,0.5,4988.0,56.0,28.0,0.5,4988.0
CK9591,53.0,26.0,0.5,1669.0,53.0,26.0,0.5,1669.0
CK9648,46.0,23.0,0.5,1490.0,46.0,23.0,0.5,1490.0
CK9602,46.0,23.0,0.5,1531.0,46.0,23.0,0.5,1531.0
F34491,60.0,30.0,0.5,3185.0,60.0,30.0,0.5,3185.0
CK9693,50.0,25.0,0.5,3958.0,50.0,25.0,0.5,3958.0
CJ8013,50.0,25.0,0.5,3464.0,50.0,25.0,0.5,3464.0
CL7567,50.0,25.0,0.5,1394.0,50.0,25.0,0.5,1394.0
CK9694,50.0,25.0,0.5,2834.0,50.0,25.0,0.5,2834.0
CL7604,43.0,21.0,0.5,1315.0,43.0,21.0,0.5,1315.0
CL7488,40.0,20.0,0.5,2627.0,40.0,20.0,0.5,2627.0
CK9436,43.0,21.0,0.5,1586.0,43.0,21.0,0.5,1586.0
CK9592,53.0,26.0,0.5,95.0,53.0,26.0,0.5,95.0
CL7366,38.0,23.0,0.4,3446.0,38.0,23.0,0.4,3446.0
CK9661,56.0,28.0,0.5,3527.0,56.0,28.0,0.5,3527.0
CK9650,46.0,23.0,0.5,1945.0,46.0,23.0,0.5,1945.0
CL7415,46.0,28.0,0.4,4668.0,46.0,28.0,0.4,4668.0
CL7626,46.0,28.0,0.4,2384.0,46.0,28.0,0.4,2384.0
CJ7990,56.0,28.0,0.5,1511.0,56.0,28.0,0.5,1511.0
CL7534,60.0,36.0,0.4,6349.0,60.0,36.0,0.4,6349.0
CL7413,46.0,28.0,0.4,199.0,46.0,28.0,0.4,199.0
CK9500,46.0,23.0,0.5,1283.0,46.0,23.0,0.5,1283.0
CL7369,38.0,23.0,0.4,3241.0,38.0,23.0,0.4,3241.0
EE8156,60.0,36.0,0.4,6219.0,60.0,36.0,0.4,6219.0
CL7607,43.0,21.0,0.5,812.0,43.0,21.0,0.5,812.0
CL7385,56.0,34.0,0.4,967.0,56.0,34.0,0.4,967.0
EE9856,70.0,42.0,0.4,6122.0,70.0,42.0,0.4,6122.0
EE8260,56.0,34.0,0.4,2177.0,56.0,34.0,0.4,2177.0
EE8448,56.0,34.0,0.4,5744.0,56.0,34.0,0.4,5744.0
EE8181,70.0,42.0,0.4,2116.0,70.0,42.0,0.4,2116.0
CK9682,50.0,25.0,0.5,990.0,50.0,25.0,0.5,990.0
CL7377,50.0,30.0,0.4,4427.0,50.0,30.0,0.4,4427.0
CL7605,43.0,21.0,0.5,271.0,43.0,21.0,0.5,271.0
EE9734,56.0,34.0,0.4,1935.0,56.0,34.0,0.4,1935.0
EF1053,70.0,42.0,0.4,5291.0,70.0,42.0,0.4,5291.0
EE7925,66.0,40.0,0.4,1568.0,66.0,40.0,0.4,1568.0
CL7614,40.0,24.0,0.4,1986.0,40.0,24.0,0.4,1986.0
EE9847,70.0,42.0,0.4,1587.0,70.0,42.0,0.4,1587.0
EG3289,40.0,40.0,0.0,2447.0,40.0,40.0,0.0,2447.0
CL7615,40.0,24.0,0.4,3714.0,40.0,24.0,0.4,3714.0
CL7276,50.0,25.0,0.5,45.0,50.0,25.0,0.5,45.0
CL7453,53.0,32.0,0.4,1144.0,53.0,32.0,0.4,1144.0
CL7329,48.0,29.0,0.4,52.0,48.0,29.0,0.4,52.0
CL7387,56.0,34.0,0.4,1512.0,56.0,34.0,0.4,1512.0
CM4762,46.0,46.0,0.0,3063.0,46.0,46.0,0.0,3063.0
CM4984,25.0,25.0,0.0,4273.0,25.0,25.0,0.0,4273.0
CM4691,38.0,38.0,0.0,3624.0,38.0,38.0,0.0,3624.0
CM4826,30.0,30.0,0.0,2645.0,30.0,30.0,0.0,2645.0
CM0015,50.0,25.0,0.5,3554.0,50.0,25.0,0.5,3554.0
EE8603,80.0,48.0,0.4,7774.0,80.0,48.0,0.4,7774.0
CL7496,46.0,28.0,0.4,4172.0,46.0,28.0,0.4,4172.0
EE8444,56.0,34.0,0.4,1149.0,56.0,34.0,0.4,1149.0
CM4827,None,None,,None,,,,
CM0014,50.0,25.0,0.5,0.0,50.0,25.0,0.5,0.0
CM4737,36.0,36.0,0.0,259.0,36.0,36.0,0.0,259.0
EF0440,56.0,34.0,0.4,3809.0,56.0,34.0,0.4,3809.0
EE9748,60.0,36.0,0.4,2786.0,60.0,36.0,0.4,2786.0
EG4223,50.0,50.0,0.0,1890.0,50.0,50.0,0.0,1890.0
CM0013,50.0,25.0,0.5,1574.0,50.0,25.0,0.5,1574.0
B44880,70.0,42.0,0.4,1738.0,70.0,42.0,0.4,1738.0
F34876,70.0,42.0,0.4,3023.0,70.0,42.0,0.4,3023.0
EE8836,80.0,80.0,0.0,2016.0,80.0,80.0,0.0,2016.0
EF0523,56.0,34.0,0.4,5744.0,56.0,34.0,0.4,5744.0
EH1858,50.0,50.0,0.0,1800.0,50.0,50.0,0.0,1800.0
EG3821,56.0,56.0,0.0,2116.0,56.0,56.0,0.0,2116.0
EF4458,76.0,76.0,0.0,12037.0,76.0,76.0,0.0,12037.0
EG3291,40.0,40.0,0.0,5903.0,40.0,40.0,0.0,5903.0
EF5928,76.0,76.0,0.0,13541.0,76.0,76.0,0.0,13541.0
EH1859,50.0,50.0,0.0,4769.0,50.0,50.0,0.0,4769.0
CM4828,30.0,30.0,0.0,810.0,30.0,30.0,0.0,810.0
EG3295,40.0,40.0,0.0,2519.0,40.0,40.0,0.0,2519.0
CM4985,25.0,25.0,0.0,2564.0,25.0,25.0,0.0,2564.0
CM4964,33.0,33.0,0.0,475.0,33.0,33.0,0.0,475.0
CM4690,38.0,38.0,0.0,1778.0,38.0,38.0,0.0,1778.0
EF4970,80.0,80.0,0.0,3456.0,80.0,80.0,0.0,3456.0
CM0010,60.0,30.0,0.5,4049.0,60.0,30.0,0.5,4049.0
EF6877,80.0,80.0,0.0,2448.0,80.0,80.0,0.0,2448.0
FW6635,110.0,110.0,0.0,6731.0,110.0,110.0,0.0,6731.0
CM4760,46.0,46.0,0.0,5132.0,46.0,46.0,0.0,5132.0
DB3258,76.0,76.0,0.0,5198.0,76.0,76.0,0.0,5198.0
EF4375,120.0,120.0,0.0,3672.0,120.0,120.0,0.0,3672.0
EE7159,76.0,76.0,0.0,4514.0,76.0,76.0,0.0,4514.0
CM4983,25.0,25.0,0.0,3599.0,25.0,25.0,0.0,3599.0
EE8925,80.0,80.0,0.0,6479.0,80.0,80.0,0.0,6479.0
G27722,80.0,80.0,0.0,10367.0,80.0,80.0,0.0,10367.0
EG2012,90.0,90.0,0.0,2106.0,90.0,90.0,0.0,2106.0
EG9825,66.0,66.0,0.0,5702.0,66.0,66.0,0.0,5702.0
EF4966,80.0,80.0,0.0,10223.0,80.0,80.0,0.0,10223.0
EH1389,80.0,80.0,0.0,6623.0,80.0,80.0,0.0,6623.0
EG9824,66.0,66.0,0.0,10215.0,66.0,66.0,0.0,10215.0
EF6058,66.0,66.0,0.0,10572.0,66.0,66.0,0.0,10572.0
EF6508,80.0,80.0,0.0,4895.0,80.0,80.0,0.0,4895.0
EG5475,80.0,80.0,0.0,13390.0,80.0,80.0,0.0,13390.0
EF5320,90.0,90.0,0.0,14254.0,90.0,90.0,0.0,14254.0
EF5642,80.0,80.0,0.0,1008.0,80.0,80.0,0.0,1008.0
EE7160,76.0,76.0,0.0,12310.0,76.0,76.0,0.0,12310.0
EF5547,86.0,86.0,0.0,13621.0,86.0,86.0,0.0,13621.0
EG7753,76.0,76.0,0.0,2189.0,76.0,76.0,0.0,2189.0
EF5549,86.0,86.0,0.0,12228.0,86.0,86.0,0.0,12228.0
EF5314,90.0,90.0,0.0,1620.0,90.0,90.0,0.0,1620.0
EF4933,76.0,76.0,0.0,3283.0,76.0,76.0,0.0,3283.0
EG9829,90.0,90.0,0.0,1944.0,90.0,90.0,0.0,1944.0
EG7876,76.0,76.0,0.0,12858.0,76.0,76.0,0.0,12858.0
EF4935,76.0,76.0,0.0,11490.0,76.0,76.0,0.0,11490.0
EF4983,80.0,80.0,0.0,1872.0,80.0,80.0,0.0,1872.0
EG9053,None,None,,None,,,,
EF4374,120.0,120.0,0.0,20086.0,120.0,120.0,0.0,20086.0
EH3522,80.0,80.0,0.0,6191.0,80.0,80.0,0.0,6191.0
EG0576,80.0,80.0,0.0,9647.0,80.0,80.0,0.0,9647.0
EF6507,80.0,80.0,0.0,432.0,80.0,80.0,0.0,432.0
EF5386,90.0,90.0,0.0,11825.0,90.0,90.0,0.0,11825.0
CL7520,53.0,32.0,0.4,5207.0,53.0,32.0,0.4,5207.0
EG0578,80.0,80.0,0.0,7631.0,80.0,80.0,0.0,7631.0
EG6920,80.0,80.0,0.0,4175.0,80.0,80.0,0.0,4175.0
EG6846,80.0,80.0,0.0,4032.0,80.0,80.0,0.0,4032.0
EE9854,70.0,42.0,0.4,4535.0,70.0,42.0,0.4,4535.0
CL7456,53.0,32.0,0.4,2060.0,53.0,32.0,0.4,2060.0
EE9733,56.0,34.0,0.4,2479.0,56.0,34.0,0.4,2479.0
CL7333,36.0,22.0,0.4,2720.0,36.0,22.0,0.4,2720.0
EE9729,56.0,34.0,0.4,5321.0,56.0,34.0,0.4,5321.0
EG6845,80.0,80.0,0.0,11087.0,80.0,80.0,0.0,11087.0
EE8202,70.0,42.0,0.4,7180.0,70.0,42.0,0.4,7180.0
CL7361,33.0,20.0,0.4,641.0,33.0,20.0,0.4,641.0
EE8265,56.0,34.0,0.4,1512.0,56.0,34.0,0.4,1512.0
EE8604,80.0,48.0,0.4,6651.0,80.0,48.0,0.4,6651.0
EF1052,70.0,42.0,0.4,5140.0,70.0,42.0,0.4,5140.0
EF1051,70.0,42.0,0.4,4006.0,70.0,42.0,0.4,4006.0
EE9732,56.0,34.0,0.4,3809.0,56.0,34.0,0.4,3809.0
EF0433,56.0,34.0,0.4,2056.0,56.0,34.0,0.4,2056.0
EE9895,90.0,54.0,0.4,8455.0,90.0,54.0,0.4,8455.0
EE8128,60.0,36.0,0.4,2721.0,60.0,36.0,0.4,2721.0
EE7928,66.0,40.0,0.4,5558.0,66.0,40.0,0.4,5558.0
EE9266,90.0,54.0,0.4,777.0,90.0,54.0,0.4,777.0
CL9915,25.0,15.0,0.4,621.0,25.0,15.0,0.4,621.0
CL7533,60.0,36.0,0.4,5506.0,60.0,36.0,0.4,5506.0
CM0012,50.0,25.0,0.5,4453.0,50.0,25.0,0.5,4453.0
CM0032,46.0,23.0,0.5,2980.0,46.0,23.0,0.5,2980.0
EE8200,70.0,42.0,0.4,5215.0,70.0,42.0,0.4,5215.0
CL7332,36.0,22.0,0.4,3303.0,36.0,22.0,0.4,3303.0
F37008,80.0,40.0,0.5,2159.0,80.0,40.0,0.5,2159.0
EE9728,56.0,34.0,0.4,0.0,56.0,34.0,0.4,0.0
B75581,50.0,25.0,0.5,3958.0,50.0,25.0,0.5,3958.0
F34851,56.0,28.0,0.5,3728.0,56.0,28.0,0.5,3728.0
EF0434,56.0,34.0,0.4,1451.0,56.0,34.0,0.4,1451.0
CM0008,60.0,30.0,0.5,5128.0,60.0,30.0,0.5,5128.0
CL7487,40.0,20.0,0.5,1403.0,40.0,20.0,0.5,1403.0
EE8212,70.0,42.0,0.4,2116.0,70.0,42.0,0.4,2116.0
CL7465,56.0,28.0,0.5,554.0,56.0,28.0,0.5,554.0
EE9758,60.0,36.0,0.4,2203.0,60.0,36.0,0.4,2203.0
CL7334,36.0,22.0,0.4,3536.0,36.0,22.0,0.4,3536.0
EE9735,56.0,34.0,0.4,2539.0,56.0,34.0,0.4,2539.0
CL9925,30.0,15.0,0.5,2186.0,30.0,15.0,0.5,2186.0
F34820,80.0,40.0,0.5,4247.0,80.0,40.0,0.5,4247.0
CM0023,40.0,20.0,0.5,972.0,40.0,20.0,0.5,972.0
EF0584,80.0,48.0,0.4,518.0,80.0,48.0,0.4,518.0
CL7307,40.0,20.0,0.5,1691.0,40.0,20.0,0.5,1691.0
BB7066,60.0,30.0,0.5,2051.0,60.0,30.0,0.5,2051.0
CM0033,46.0,23.0,0.5,3435.0,46.0,23.0,0.5,3435.0
CL7443,None,None,,None,,,,
CL9962,28.0,17.0,0.4,2962.0,28.0,17.0,0.4,2962.0
CK9685,50.0,25.0,0.5,2519.0,50.0,25.0,0.5,2519.0
CJ7959,56.0,28.0,0.5,3124.0,56.0,28.0,0.5,3124.0
CL7546,56.0,28.0,0.5,756.0,56.0,28.0,0.5,756.0
CL7286,43.0,21.0,0.5,2785.0,43.0,21.0,0.5,2785.0
CJ8018,46.0,23.0,0.5,290.0,46.0,23.0,0.5,290.0
CK9447,46.0,23.0,0.5,1448.0,46.0,23.0,0.5,1448.0
B96555,80.0,40.0,0.5,1512.0,80.0,40.0,0.5,1512.0
G28939,150.0,75.0,0.5,6479.0,150.0,75.0,0.5,6479.0
FV3428,80.0,80.0,0.0,5759.0,80.0,80.0,0.0,5759.0
FV3289,80.0,80.0,0.0,3456.0,80.0,80.0,0.0,3456.0
CK9528,38.0,19.0,0.5,2222.0,38.0,19.0,0.5,2222.0
CK9603,46.0,23.0,0.5,1821.0,46.0,23.0,0.5,1821.0
CL7566,50.0,25.0,0.5,3374.0,50.0,25.0,0.5,3374.0
FV3671,140.0,140.0,0.0,21922.0,140.0,140.0,0.0,21922.0
FV3335,90.0,90.0,0.0,1782.0,90.0,90.0,0.0,1782.0
FV3675,130.0,130.0,0.0,468.0,130.0,130.0,0.0,468.0
EG8690,56.0,39.0,0.3,4515.0,56.0,39.0,0.3,4515.0
F36642,56.0,39.0,0.3,3950.0,56.0,39.0,0.3,3950.0
CG4045,50.0,25.0,0.5,2564.0,50.0,25.0,0.5,2564.0
CL7633,27.0,19.0,0.3,102.0,27.0,19.0,0.3,102.0
FV3334,90.0,90.0,0.0,11987.0,90.0,90.0,0.0,11987.0
FV3361,110.0,110.0,0.0,17026.0,110.0,110.0,0.0,17026.0
EG5345,76.0,76.0,0.0,7933.0,76.0,76.0,0.0,7933.0
FV3353,110.0,110.0,0.0,10691.0,110.0,110.0,0.0,10691.0
FV3187,76.0,76.0,0.0,3830.0,76.0,76.0,0.0,3830.0
FV3631,80.0,80.0,0.0,2016.0,80.0,80.0,0.0,2016.0
FU7134,100.0,100.0,0.0,12419.0,100.0,100.0,0.0,12419.0
FV3374,80.0,80.0,0.0,11231.0,80.0,80.0,0.0,11231.0
FV3336,90.0,90.0,0.0,5993.0,90.0,90.0,0.0,5993.0
FU9352,130.0,130.0,0.0,18719.0,130.0,130.0,0.0,18719.0
FV3327,80.0,80.0,0.0,4032.0,80.0,80.0,0.0,4032.0
FU9350,130.0,130.0,0.0,234.0,130.0,130.0,0.0,234.0
FW1646,76.0,76.0,0.0,10259.0,76.0,76.0,0.0,10259.0
FV3186,76.0,76.0,0.0,10395.0,76.0,76.0,0.0,10395.0
FV3294,80.0,80.0,0.0,5615.0,80.0,80.0,0.0,5615.0
FW9618,80.0,80.0,0.0,11519.0,80.0,80.0,0.0,11519.0
FV3352,110.0,110.0,0.0,16235.0,110.0,110.0,0.0,16235.0
FW1647,76.0,76.0,0.0,7249.0,76.0,76.0,0.0,7249.0
FW8423,110.0,110.0,0.0,13661.0,110.0,110.0,0.0,13661.0
EE6822,66.0,40.0,0.4,4133.0,66.0,40.0,0.4,4133.0
FV3290,80.0,80.0,0.0,13102.0,80.0,80.0,0.0,13102.0
FV3305,90.0,90.0,0.0,12149.0,90.0,90.0,0.0,12149.0
EE8081,56.0,34.0,0.4,5865.0,56.0,34.0,0.4,5865.0
B37680,100.0,50.0,0.5,1260.0,100.0,50.0,0.5,1260.0
CG6270,140.0,70.0,0.5,3905.0,140.0,70.0,0.5,3905.0
CQ2031,160.0,80.0,0.5,1584.0,160.0,80.0,0.5,1584.0
CG6037,120.0,60.0,0.5,1836.0,120.0,60.0,0.5,1836.0
EF3539,66.0,40.0,0.4,2067.0,66.0,40.0,0.4,2067.0
EE4919,120.0,72.0,0.4,4924.0,120.0,72.0,0.4,4924.0
FU9349,130.0,130.0,0.0,11231.0,130.0,130.0,0.0,11231.0
CL9960,25.0,12.0,0.5,562.0,25.0,12.0,0.5,562.0
EF0091,None,None,,None,,,,
CL9968,28.0,17.0,0.4,0.0,28.0,17.0,0.4,0.0
F33805,120.0,60.0,0.5,540.0,120.0,60.0,0.5,540.0
EE6031,76.0,46.0,0.4,492.0,76.0,46.0,0.4,492.0
BC0033,66.0,33.0,0.5,1781.0,66.0,33.0,0.5,1781.0
EE7030,120.0,72.0,0.4,3628.0,120.0,72.0,0.4,3628.0
EE4923,130.0,78.0,0.4,5615.0,130.0,78.0,0.4,5615.0
EE6089,60.0,36.0,0.4,1620.0,60.0,36.0,0.4,1620.0
EE6108,60.0,36.0,0.4,4211.0,60.0,36.0,0.4,4211.0
CQ2460,90.0,45.0,0.5,7369.0,90.0,45.0,0.5,7369.0
B37681,76.0,46.0,0.4,7139.0,76.0,46.0,0.4,7139.0
CQ2035,100.0,50.0,0.5,3509.0,100.0,50.0,0.5,3509.0
CG6618,100.0,50.0,0.5,3689.0,100.0,50.0,0.5,3689.0
FV3667,140.0,140.0,0.0,9827.0,140.0,140.0,0.0,9827.0
CQ2044,80.0,40.0,0.5,5759.0,80.0,40.0,0.5,5759.0
FW9617,80.0,80.0,0.0,1728.0,80.0,80.0,0.0,1728.0
CM4692,38.0,38.0,0.0,0.0,38.0,38.0,0.0,0.0
B44619,50.0,30.0,0.4,3023.0,50.0,30.0,0.4,3023.0
CP9514,60.0,24.0,0.6,3758.0,60.0,24.0,0.6,3758.0
FV6058,50.0,35.0,0.3,4094.0,50.0,35.0,0.3,4094.0
G27720,80.0,40.0,0.5,1800.0,80.0,40.0,0.5,1800.0
CQ2333,60.0,36.0,0.4,1749.0,60.0,36.0,0.4,1749.0
FV6057,50.0,35.0,0.3,6172.0,50.0,35.0,0.3,6172.0
FV6056,50.0,35.0,0.3,4157.0,50.0,35.0,0.3,4157.0
EE5521,80.0,48.0,0.4,3542.0,80.0,48.0,0.4,3542.0
B37974,120.0,60.0,0.5,8963.0,120.0,60.0,0.5,8963.0
BD7575,120.0,60.0,0.5,9286.0,120.0,60.0,0.5,9286.0
EE7026,120.0,72.0,0.4,6479.0,120.0,72.0,0.4,6479.0
EE6256,120.0,72.0,0.4,8941.0,120.0,72.0,0.4,8941.0
CM4548,25.0,17.0,0.3,1606.0,25.0,17.0,0.3,1606.0
G54050,100.0,50.0,0.5,6029.0,100.0,50.0,0.5,6029.0
CI1741,50.0,20.0,0.6,3564.0,50.0,20.0,0.6,3564.0
EE6660,110.0,66.0,0.4,1663.0,110.0,66.0,0.4,1663.0
EE7243,80.0,48.0,0.4,864.0,80.0,48.0,0.4,864.0
EE6668,110.0,66.0,0.4,475.0,110.0,66.0,0.4,475.0
EE5086,130.0,78.0,0.4,11511.0,130.0,78.0,0.4,11511.0
CM0027,50.0,30.0,0.4,378.0,50.0,30.0,0.4,378.0
EF8973,90.0,54.0,0.4,5539.0,90.0,54.0,0.4,5539.0
G28940,190.0,76.0,0.6,9576.0,190.0,76.0,0.6,9576.0
CJ8059,60.0,30.0,0.5,3077.0,60.0,30.0,0.5,3077.0
CI9941,46.0,23.0,0.5,2400.0,46.0,23.0,0.5,2400.0
CL4158,27.0,19.0,0.3,2584.0,27.0,19.0,0.3,2584.0
BB3293,48.0,19.0,0.6,2834.0,48.0,19.0,0.6,2834.0
EE5640,76.0,46.0,0.4,821.0,76.0,46.0,0.4,821.0
CM0063,13.0,8.0,0.4,729.0,13.0,8.0,0.4,729.0
CL9946,28.0,17.0,0.4,997.0,28.0,17.0,0.4,997.0
CM0071,13.0,8.0,0.4,911.0,13.0,8.0,0.4,911.0
CM0051,15.0,9.0,0.4,16.0,15.0,9.0,0.4,16.0
CM0087,15.0,9.0,0.4,485.0,15.0,9.0,0.4,485.0
CM0048,15.0,9.0,0.4,1537.0,15.0,9.0,0.4,1537.0
CM0062,13.0,8.0,0.4,421.0,13.0,8.0,0.4,421.0
G28449,80.0,40.0,0.5,3383.0,80.0,40.0,0.5,3383.0
CM0086,15.0,9.0,0.4,1165.0,15.0,9.0,0.4,1165.0
CL7643,None,None,,None,,,,
CM0067,15.0,9.0,0.4,275.0,15.0,9.0,0.4,275.0
CL7559,46.0,23.0,0.5,2731.0,46.0,23.0,0.5,2731.0
CJ7994,46.0,23.0,0.5,2566.0,46.0,23.0,0.5,2566.0
CM0059,13.0,8.0,0.4,84.0,13.0,8.0,0.4,84.0
CL7462,46.0,23.0,0.5,2359.0,46.0,23.0,0.5,2359.0
CK9680,50.0,25.0,0.5,3059.0,50.0,25.0,0.5,3059.0
CM0024,40.0,24.0,0.4,2634.0,40.0,24.0,0.4,2634.0
CL9924,30.0,18.0,0.4,2947.0,30.0,18.0,0.4,2947.0
F34564,46.0,23.0,0.5,2442.0,46.0,23.0,0.5,2442.0
CJ7972,53.0,26.0,0.5,3338.0,53.0,26.0,0.5,3338.0
CL7283,43.0,21.0,0.5,3172.0,43.0,21.0,0.5,3172.0
CK9465,40.0,20.0,0.5,1691.0,40.0,20.0,0.5,1691.0
EE9514,80.0,40.0,0.5,5975.0,80.0,40.0,0.5,5975.0
CM0047,16.0,10.0,0.4,777.0,16.0,10.0,0.4,777.0
G27026,110.0,77.0,0.3,4296.0,110.0,77.0,0.3,4296.0
F36338,60.0,30.0,0.5,3833.0,60.0,30.0,0.5,3833.0
CJ8077,50.0,25.0,0.5,2204.0,50.0,25.0,0.5,2204.0
CM0028,50.0,30.0,0.4,2375.0,50.0,30.0,0.4,2375.0
CL9939,33.0,20.0,0.4,997.0,33.0,20.0,0.4,997.0
CM0056,13.0,8.0,0.4,435.0,13.0,8.0,0.4,435.0
CL9916,28.0,17.0,0.4,2146.0,28.0,17.0,0.4,2146.0
CL9950,28.0,17.0,0.4,484.0,28.0,17.0,0.4,484.0
EE9973,76.0,46.0,0.4,6647.0,76.0,46.0,0.4,6647.0
CL7359,33.0,16.0,0.5,712.0,33.0,16.0,0.5,712.0
BB7614,60.0,30.0,0.5,1835.0,60.0,30.0,0.5,1835.0
CL9965,28.0,17.0,0.4,60.0,28.0,17.0,0.4,60.0
CQ1176,76.0,38.0,0.5,5539.0,76.0,38.0,0.5,5539.0
CL9913,25.0,15.0,0.4,1592.0,25.0,15.0,0.4,1592.0
EE8115,60.0,36.0,0.4,777.0,60.0,36.0,0.4,777.0
EE7497,60.0,36.0,0.4,4340.0,60.0,36.0,0.4,4340.0
F97209,120.0,60.0,0.5,8855.0,120.0,60.0,0.5,8855.0
EE8114,60.0,36.0,0.4,65.0,60.0,36.0,0.4,65.0
CM0046,16.0,10.0,0.4,1450.0,16.0,10.0,0.4,1450.0
EF0133,60.0,36.0,0.4,6413.0,60.0,36.0,0.4,6413.0
EE9969,76.0,46.0,0.4,6073.0,76.0,46.0,0.4,6073.0
EG8062,76.0,53.0,0.3,4308.0,76.0,53.0,0.3,4308.0
EE9867,66.0,40.0,0.4,998.0,66.0,40.0,0.4,998.0
EE6187,40.0,24.0,0.4,259.0,40.0,24.0,0.4,259.0
EF1037,60.0,36.0,0.4,1555.0,60.0,36.0,0.4,1555.0
